"country","age","sex","height","weight","hungry","fruit","vegetables","teeth","hands_eating","hands_toilet","hands_soap","sample_weight","bmi"
"aeh","16+","Female",1.53,57,"Rarely","5+","<1","4+","Always","Always","Most of the time",33.3561,24.3496091246956
"aeh","16+","Female",1.61,50,"Sometimes","<1","<1","4+","Always","Always","Always",33.3561,19.2893792677752
"aeh","14","Female",1.59,58,"Never","3","2","2","Always","Most of the time","Always",16.4845,22.9421304537004
"aeh","13","Female",1.58,45,"Never","1","0","1","Always","Always","Always",16.4845,18.0259573786252
"aeh","16+","Female",1.67,78,"Rarely","<1","1","<1","Sometimes","Sometimes","Always",16.4845,27.968016063681
"aeh","14","Female",1.4,44,"Never","<1","<1","2","Always","Always","Always",16.4845,22.4489795918367
"aeh","13","Female",1.49,40,"Never","<1","<1","2","Most of the time","Always","Always",16.4845,18.0172064321427
"aeh","14","Female",1.63,59,"Never","<1","<1","2","Sometimes","Always","Always",16.4845,22.206330686138
"aeh","14","Female",1.56,50,"Never","<1","<1","3","Most of the time","Always","Always",16.4845,20.5456936226167
"aeh","14","Female",1.53,57,"Most of the time","0","<1","3","Always","Always","Never",16.4845,24.3496091246956
"aeh","14","Female",1.68,72,"Most of the time","2","<1","2",NA,"Sometimes",NA,16.4845,25.5102040816327
"aeh","14","Female",1.61,57,"Never","<1","5+","3","Always","Most of the time","Always",16.4845,21.9898923652637
"aeh","13","Female",1.57,68,"Rarely","0","<1","1","Always","Most of the time","Most of the time",16.4845,27.5873260578522
"aeh","13","Female",1.53,41,"Rarely","<1","<1","3","Rarely","Always","Always",16.4845,17.5146311247811
"aeh","13","Female",1.52,45,"Most of the time","0","<1","3","Sometimes","Always","Most of the time",16.4845,19.4771468144044
"aeh","14","Female",1.54,60,"Never","2","<1","1","Most of the time","Always","Always",16.4845,25.2993759487266
"aeh","13","Female",1.51,48,"Rarely","<1","<1","1","Never","Never","Never",16.4845,21.0517082584097
"aeh","13","Female",1.57,47,"Rarely","<1","<1","0",NA,"Always","Always",16.4845,19.0677106576332
"aeh","13","Female",1.68,38,"Never","0","0","2","Always","Most of the time","Most of the time",16.4845,13.4637188208617
"aeh","13","Female",1.63,70,"Never","1","<1","3","Always","Always","Always",16.4845,26.346494034401
"aeh","14","Female",1.6,62,"Rarely","1","1","0","Always","Always","Always",16.4845,24.21875
"aeh","13","Female",1.66,55,"Sometimes","<1","<1","2","Sometimes","Always","Never",16.4845,19.9593554942662
"aeh","13","Female",1.49,70,"Sometimes","0","<1","1","Always","Always","Always",16.4845,31.5301112562497
"aeh","13","Female",1.57,62,"Sometimes","<1","<1","2","Most of the time","Always","Always",16.4845,25.1531502292182
"aeh","13","Female",1.57,59,"Never","1","1","1","Sometimes","Always","Always",16.4845,23.9360623149012
"aeh","13","Female",1.51,55,"Rarely","0","0","2","Always","Always","Always",16.4845,24.1217490460945
"aeh","13","Female",1.5,35,"Never","<1","<1","1","Always","Always","Always",16.4845,15.5555555555556
"aeh","15","Female",1.57,57,"Most of the time","0","<1","2","Always","Always","Always",27.0466,23.1246703720232
"aeh","14","Female",1.56,57,"Never","<1","<1","2","Always","Always","Always",27.0466,23.4220907297830
"aeh","14","Female",1.52,50,"Never","<1","<1","2","Sometimes","Always","Always",27.0466,21.6412742382271
"aeh","16+","Female",1.63,45,"Never","<1","<1","2","Most of the time","Always","Always",27.0466,16.9370318792578
"aeh","15","Female",1.58,51,"Never","<1","1","1","Sometimes","Always","Always",27.0466,20.4294183624419
"aeh","15","Female",1.61,48,"Never","<1","<1","1","Sometimes","Rarely","Always",27.0466,18.5178040970642
"aeh","14","Female",1.5,55,"Never","0","<1","2","Always","Always","Most of the time",27.0466,24.4444444444444
"aeh","14","Female",1.55,58,"Never","<1","<1","1","Always","Always","Most of the time",27.0466,24.1415192507804
"aeh","14","Female",1.57,52,"Never","3","<1","2","Always","Always","Always",27.0466,21.0961905148282
"aeh","14","Female",1.58,54,"Rarely","<1","1","1","Most of the time","Always","Always",27.0466,21.6311488543503
"aeh","15","Female",1.56,45,"Never","<1","0","1","Always","Always","Always",27.0466,18.4911242603550
"aeh","16+","Female",1.65,99,"Rarely","<1","<1","3","Always","Always","Always",27.0466,36.3636363636364
"aeh","15","Female",1.5,50,"Rarely","<1","<1","2","Always","Always","Always",27.0466,22.2222222222222
"aeh","14","Female",1.56,59,"Never","<1","1","1","Sometimes","Always","Always",27.0466,24.2439184746877
"aeh","15","Female",1.63,59,"Never","<1","<1","<1","Always","Rarely","Always",27.0466,22.206330686138
"aeh","16+","Female",1.61,60,"Never","2","<1","3","Always","Always","Always",27.0466,23.1472551213302
"aeh","15","Female",1.55,56,"Never","<1","1","2","Always","Always","Always",27.0466,23.3090530697190
"aeh","16+","Female",1.53,62,"Most of the time","1","<1","4+","Most of the time","Always","Always",27.0466,26.4855397496689
"aeh","15","Female",1.59,72,"Never","5+","5+","0","Most of the time","Always","Most of the time",27.0466,28.4798860804557
"aeh","14","Female",1.52,48,"Never","<1","0","1","Always","Sometimes","Sometimes",27.0466,20.7756232686981
"aeh","15","Female",1.43,37,"Most of the time","1","<1","3","Always","Rarely","Always",27.0466,18.0937943175705
"aeh","15","Female",1.58,60,"Most of the time","2","1","2","Always","Always","Always",27.0466,24.0346098381670
"aeh","15","Female",1.61,56,"Sometimes","3","<1","2","Sometimes","Most of the time","Always",27.0466,21.6041047799082
"aeh","14","Female",1.5,53,"Most of the time","<1","2","2","Always","Always","Always",27.0466,23.5555555555556
"aeh","16+","Female",1.54,62,"Sometimes","<1","<1","3","Most of the time","Most of the time","Most of the time",27.0466,26.1426884803508
"aeh","15","Female",1.69,99,"Rarely","5+","5+","2","Always","Always","Always",27.0466,34.6626518679318
"aeh","14","Female",1.65,50,"Rarely","<1","<1","<1","Always","Always","Always",27.0466,18.3654729109275
"aeh","14","Female",1.58,56,"Never","<1","<1","3","Always","Always","Always",27.0466,22.4323025156225
"aeh","14","Female",1.6,41,"Never","<1","1","3","Always","Always","Always",27.0466,16.015625
"aeh","15","Female",1.57,63,"Never","1","1","3","Always","Always","Always",27.0466,25.5588462006572
"aeh","15","Female",1.53,39,"Never","<1","<1","1","Most of the time","Rarely","Always",36.0823,16.6602588747917
"aeh","15","Female",1.67,65,"Never","<1","1","<1","Most of the time","Most of the time","Most of the time",36.0823,23.3066800530675
"aeh","16+","Female",1.53,45,"Sometimes","0","1","<1","Always","Always","Sometimes",36.0823,19.2233756247597
"aeh","15","Female",1.47,38,"Sometimes","<1","<1","<1","Always","Always","Most of the time",36.0823,17.5852653986765
"aeh","14","Female",1.6,41,"Never","<1","5+","4+","Always","Always","Always",36.0823,16.015625
"aeh","15","Female",1.57,74,"Never","<1","1","<1","Always","Always","Always",36.0823,30.0215018864863
"aeh","15","Female",1.53,53,"Never","<1","1","2","Always","Always","Always",36.0823,22.640864624717
"aeh","16+","Female",1.64,67,"Never","0","1","1","Always","Always","Always",36.0823,24.9107674003569
"aeh","15","Female",1.52,44,"Never","<1","<1","1","Always","Always","Always",36.0823,19.0443213296399
"aeh","15","Female",1.59,54,"Never","<1","<1","2","Always","Always","Most of the time",36.0823,21.3599145603418
"aeh","16+","Female",1.64,51,"Sometimes","<1","<1","2","Most of the time","Always","Sometimes",36.0823,18.9619274241523
"aeh","16+","Female",1.55,81,"Most of the time","5+","1","2","Always","Always","Most of the time",36.0823,33.7148803329865
"aeh","15","Female",1.55,44,"Never","<1","<1","1","Sometimes","Most of the time","Most of the time",36.0823,18.3142559833507
"aeh","15","Female",1.53,50,"Rarely","<1","<1","2","Most of the time","Always","Always",36.0823,21.359306249733
"aeh","16+","Female",1.56,68,"Never","<1","2","1","Always","Always","Always",36.0823,27.9421433267587
"aeh","16+","Female",1.58,61,"Never","<1","0","<1","Most of the time","Always","Always",36.0823,24.4351866688031
"aeh","16+","Female",1.64,75,"Most of the time","<1","<1","2","Always","Always","Always",36.0823,27.8851873884593
"aeh","15","Female",1.59,79,"Sometimes","<1","1","2","Always","Always","Most of the time",36.0823,31.2487638938333
"aeh","16+","Female",1.53,48,"Sometimes","0","<1","1","Most of the time","Always","Most of the time",36.0823,20.5049339997437
"aeh","16+","Female",1.52,39,"Never","<1","1","1","Most of the time","Always","Always",36.0823,16.8801939058172
"aeh","15","Female",1.61,45,"Never","5+","0","4+","Always","Always","Always",36.0823,17.3604413409976
"aeh","16+","Female",1.51,31,"Never","<1","1","3","Always","Always","Always",36.0823,13.5958949168896
"aeh","15","Female",1.61,51,"Never","0","1","1","Always","Always","Always",36.0823,19.6751668531307
"aeh","16+","Female",1.67,48,"Never","<1","0","2","Always","Always","Always",36.0823,17.2110868084191
"aeh","15","Male",1.61,51,"Never","<1","<1","0","Sometimes","Always","Always",32.9892,19.6751668531307
"aeh","16+","Female",1.62,65,"Always","<1","<1","2","Most of the time","Always","Always",36.0823,24.7675659198293
"aeh","14","Female",1.57,51,"Sometimes","<1","<1","3","Always","Always","Always",17.8543,20.6904945433892
"aeh","12","Female",1.42,44,"Sometimes","<1","5+","1","Most of the time","Most of the time","Always",17.8543,21.8210672485618
"aeh","12","Female",1.53,55,"Never","<1","5+","4+","Always","Always","Always",17.8543,23.4952368747063
"aeh","13","Female",1.55,59,"Sometimes","<1","<1","3","Always","Always","Always",17.8543,24.5577523413111
"aeh","12","Female",1.33,28,"Never","<1","<1","<1","Always","Always","Always",17.8543,15.8290462999604
"aeh","13","Female",1.53,48,"Sometimes","5+","5+","3","Always","Always","Most of the time",17.8543,20.5049339997437
"aeh","13","Female",1.54,54,"Rarely","5+","1","2","Always","Always","Rarely",17.8543,22.7694383538539
"aeh","12","Female",1.55,67,"Never","0","0","2","Always","Always","Always",17.8543,27.8876170655567
"aeh","13","Female",1.53,54,"Never","2","2","4+","Always","Always","Always",17.8543,23.0680507497116
"aeh","14","Female",1.6,51,"Never","0","<1","3","Always","Always","Always",17.8543,19.921875
"aeh","12","Female",1.55,56,"Never","1","1","3","Always","Always","Always",17.8543,23.3090530697190
"aeh","12","Female",1.54,47,"Never","<1","1","<1","Always","Always","Most of the time",17.8543,19.8178444931692
"aeh","12","Female",1.52,38,"Sometimes","<1","<1","2","Most of the time","Always","Always",17.8543,16.4473684210526
"aeh","12","Female",1.55,62,"Most of the time","1","1","2","Always","Always","Always",17.8543,25.8064516129032
"aeh","14","Female",1.58,46,"Never","4","2","3","Always","Always","Most of the time",17.8543,18.4265342092613
"aeh","14","Female",1.54,60,"Sometimes","<1","1","4+","Always","Always","Always",17.8543,25.2993759487266
"aeh","12","Female",1.49,34,"Never","4","5+","3","Always","Always","Always",17.8543,15.3146254673213
"aeh","12","Male",1.61,43,"Sometimes","<1","<1","<1","Always","Always","Always",10.0327,16.5888661702866
"aeh","16+","Female",1.51,53,"Sometimes","2","1","4+","Always","Always","Always",17.8543,23.2445945353274
"aeh","12","Female",1.52,44,"Never","<1","0","2","Always","Always","Always",17.8543,19.0443213296399
"aeh","13","Female",1.62,66,"Never","2","<1","3","Always","Always","Always",17.8543,25.1486053955190
"aeh","13","Female",1.56,45,"Sometimes","4","<1","4+","Always","Always","Most of the time",17.8543,18.4911242603550
"aeh","12","Female",1.48,33,"Most of the time","<1","<1","2","Most of the time","Sometimes","Sometimes",17.8543,15.0657414170928
"aeh","12","Female",1.65,43,"Rarely","<1","1","<1","Most of the time","Always","Most of the time",17.8543,15.7943067033976
"aeh","12","Female",1.48,39,"Never","0","3","3","Always","Always","Most of the time",17.8543,17.8049671292915
"aeh","12","Female",1.41,49,"Never","2","1","1","Always","Always","Always",17.8543,24.64664755294
"aeh","12","Female",1.58,49,"Sometimes","1",NA,"3","Always","Always","Always",17.8543,19.6282647011697
"aeh","12","Female",1.44,33,"Never","<1","<1","1","Most of the time","Always","Always",17.8543,15.9143518518519
"aeh","13","Female",1.58,102,"Rarely","3","<1","4+","Sometimes","Always","Always",19.4817,40.8588367248838
"aeh","14","Female",1.57,44,"Sometimes","1","<1","2","Always","Always","Always",19.4817,17.8506227433162
"aeh","14","Female",1.63,68,"Sometimes","5+","5+","4+","Sometimes","Most of the time","Most of the time",19.4817,25.5937370619895
"aeh","13","Female",1.66,42,"Never","<1","2","1","Most of the time","Always","Always",19.4817,15.2416896501669
"aeh","14","Female",1.48,41,"Never","<1","<1","1","Always","Always","Always",19.4817,18.718042366691
"aeh","12","Female",1.52,66,"Never","5+","5+","<1","Sometimes","Sometimes","Sometimes",19.4817,28.5664819944598
"aeh","14","Female",1.53,38,"Most of the time","0","2","3","Always","Always","Always",19.4817,16.2330727497971
"aeh","14","Female",1.49,49,"Never","<1","<1","1","Always","Always","Always",19.4817,22.0710778793748
"aeh","14","Female",1.61,75,"Sometimes","<1","<1","1","Always","Always","Always",19.4817,28.9340689016627
"aeh","13","Female",1.57,43,"Never","<1","1","3","Rarely","Always","Most of the time",19.4817,17.4449267718772
"aeh","13","Female",1.63,95,"Rarely","0","1","1","Rarely","Always","Most of the time",19.4817,35.7559561895442
"aeh","14","Female",1.6,83,"Never","5+","3","2","Always","Always","Always",19.4817,32.421875
"aeh","14","Female",1.52,46,"Never","<1","<1","3",NA,NA,"Always",19.4817,19.9099722991690
"aeh","14","Female",1.5,53,"Sometimes","0","<1","<1","Always","Sometimes","Always",19.4817,23.5555555555556
"aeh","14","Female",1.63,63,"Rarely","<1","<1","1","Most of the time","Always","Most of the time",19.4817,23.7118446309609
"aeh","14","Female",1.49,45,"Always","<1","1","1","Rarely","Most of the time","Rarely",19.4817,20.2693572361605
"aeh","14","Female",1.65,65,"Never","<1","<1","3","Always","Always","Always",19.4817,23.8751147842057
"aeh","13","Female",1.53,43,"Never","1","1","3","Always","Always","Most of the time",19.4817,18.3690033747704
"aeh","14","Female",1.52,35,"Never","<1","<1","2","Always","Always","Always",19.4817,15.148891966759
"aeh","14","Female",1.48,38,"Sometimes","1","1","3","Rarely","Rarely","Rarely",19.4817,17.3484295105917
"aeh","13","Female",1.59,62,"Sometimes","<1","1","2","Most of the time","Always","Always",19.4817,24.5243463470591
"aeh","14","Female",1.46,45,"Rarely","<1","<1","1","Rarely","Rarely","Rarely",19.4817,21.1109026083693
"aeh","15","Female",1.46,54,"Never","<1","<1","3","Always","Always","Always",18.5451,25.3330831300432
"aeh","14","Female",1.56,72,"Never","2","2","1","Rarely","Always","Always",18.5451,29.5857988165680
"aeh","15","Female",1.49,38,"Never","<1","3","2","Always","Always","Always",18.5451,17.1163461105356
"aeh","14","Female",NA,NA,"Never","<1","2","2","Always","Always","Always",18.5451,NA
"aeh","14","Female",1.53,34,"Never","1","1","<1","Always","Always","Always",18.5451,14.5243282498184
"aeh","14","Female",1.53,42,"Most of the time","<1","<1","1","Always","Always","Always",18.5451,17.9418172497757
"aeh","13","Female",1.55,48,"Never","<1","1","1","Always","Always","Always",18.5451,19.9791883454735
"aeh","15","Female",1.56,51,"Never","4","2",NA,"Always","Always","Always",18.5451,20.9566074950690
"aeh","14","Female",NA,NA,"Never","<1","<1","4+","Always","Always","Always",18.5451,NA
"aeh","13","Female",1.44,40,"Always","<1","5+","4+","Always","Always","Always",18.5451,19.2901234567901
"aeh","16+","Female",1.51,50,"Rarely","<1","4","0","Always","Sometimes","Most of the time",18.5451,21.9288627691768
"aeh","14","Female",1.6,71,"Never","<1","<1","2","Sometimes","Always","Always",18.5451,27.734375
"aeh","13","Female",1.52,41,"Never","1","1","0","Always","Always","Most of the time",18.5451,17.7458448753463
"aeh","14","Female",1.56,102,"Rarely","<1","<1","<1","Always","Always","Always",18.5451,41.9132149901381
"aeh","13","Female",1.57,62,"Never","<1","2","1","Always","Most of the time","Always",18.5451,25.1531502292182
"aeh","13","Female",1.58,58,"Never","0","0","2","Always","Always","Most of the time",18.5451,23.2334561768947
"aeh","14","Female",1.59,57,"Never","<1","<1","2","Always","Always","Always",18.5451,22.5465764803607
"aeh","12","Female",1.5,51,"Never","1","1","0","Always","Always","Always",18.5451,22.6666666666667
"aeh","15","Female",1.61,74,"Never","<1","<1","3","Always","Most of the time","Always",18.5451,28.5482813163072
"aeh","14","Female",1.57,53,"Never","<1","<1","1","Always","Sometimes","Always",18.5451,21.5018864862672
"aeh","14","Female",1.55,43,"Never","0","<1","1","Sometimes","Rarely","Always",18.5451,17.8980228928200
"aeh","16+","Female",1.6,43,"Sometimes","<1","<1","4+","Always","Always","Always",18.5451,16.796875
"aeh","15","Female",1.52,52,"Never","<1","<1","1","Always","Sometimes","Sometimes",18.5451,22.5069252077562
"aeh","15","Female",1.58,48,"Never","<1","5+","1","Always","Sometimes","Always",18.5451,19.2276878705336
"aeh","13","Female",1.5,49,"Most of the time","0","0","4+","Always","Always","Always",19.2277,21.7777777777778
"aeh","13","Female",1.54,68,"Never","2","1","4+","Always","Always","Always",19.2277,28.6726260752235
